fuel_type_code,station_name,street_address,city,state_abbr,zip,status_code,groups_with_access_code,access_days_time,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,latitude,longitude,ev_pricing,county,geoid
ELEC,Rusty Leaf Plaza Target,2512 E Chapman Ave,Orange,CA,92869,E,Public,6am-12pm daily,,2,,33.787336,-117.82574,Free,Orange,51137
ELEC,Rusty Leaf Plaza Target,2512 E Chapman Ave,Orange,CA,92869,E,Public,6am-12pm daily,,2,,33.787336,-117.82574,Free,Orange,50017
ELEC,Rusty Leaf Plaza Target,2512 E Chapman Ave,Orange,CA,92869,E,Public,6am-12pm daily,,2,,33.787336,-117.82574,Free,Orange,48361
ELEC,Rusty Leaf Plaza Target,2512 E Chapman Ave,Orange,CA,92869,E,Public,6am-12pm daily,,2,,33.787336,-117.82574,Free,Orange,37135
ELEC,Rusty Leaf Plaza Target,2512 E Chapman Ave,Orange,CA,92869,E,Public,6am-12pm daily,,2,,33.787336,-117.82574,Free,Orange,36071
ELEC,Rusty Leaf Plaza Target,2512 E Chapman Ave,Orange,CA,92869,E,Public,6am-12pm daily,,2,,33.787336,-117.82574,Free,Orange,18117
ELEC,Rusty Leaf Plaza Target,2512 E Chapman Ave,Orange,CA,92869,E,Public,6am-12pm daily,,2,,33.787336,-117.82574,Free,Orange,12095
ELEC,Rusty Leaf Plaza Target,2512 E Chapman Ave,Orange,CA,92869,E,Public,6am-12pm daily,,2,,33.787336,-117.82574,Free,Orange,06059
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.77374,-117.869816,,Orange,51137
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.77374,-117.869816,,Orange,50017
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.77374,-117.869816,,Orange,48361
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.77374,-117.869816,,Orange,37135
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.77374,-117.869816,,Orange,36071
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.77374,-117.869816,,Orange,18117
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.77374,-117.869816,,Orange,12095
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.77374,-117.869816,,Orange,06059
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.775413,-117.871264,,Orange,51137
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.775413,-117.871264,,Orange,50017
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.775413,-117.871264,,Orange,48361
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.775413,-117.871264,,Orange,37135
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.775413,-117.871264,,Orange,36071
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.775413,-117.871264,,Orange,18117
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.775413,-117.871264,,Orange,12095
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.775413,-117.871264,,Orange,06059
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.776129,-117.868341,,Orange,51137
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.776129,-117.868341,,Orange,50017
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.776129,-117.868341,,Orange,48361
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.776129,-117.868341,,Orange,37135
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.776129,-117.868341,,Orange,36071
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.776129,-117.868341,,Orange,18117
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.776129,-117.868341,,Orange,12095
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.776129,-117.868341,,Orange,06059
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.774135,-117.86847,,Orange,51137
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.774135,-117.86847,,Orange,50017
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.774135,-117.86847,,Orange,48361
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.774135,-117.86847,,Orange,37135
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.774135,-117.86847,,Orange,36071
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.774135,-117.86847,,Orange,18117
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.774135,-117.86847,,Orange,12095
ELEC,Main Place Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12pm daily,,2,,33.774135,-117.86847,,Orange,06059
ELEC,Heritage Plaza,14370 Culver Dr,Irvine,CA,92604,E,Public,6am-12pm daily,,2,,33.705103,-117.785298,,Orange,51137
ELEC,Heritage Plaza,14370 Culver Dr,Irvine,CA,92604,E,Public,6am-12pm daily,,2,,33.705103,-117.785298,,Orange,50017
ELEC,Heritage Plaza,14370 Culver Dr,Irvine,CA,92604,E,Public,6am-12pm daily,,2,,33.705103,-117.785298,,Orange,48361
ELEC,Heritage Plaza,14370 Culver Dr,Irvine,CA,92604,E,Public,6am-12pm daily,,2,,33.705103,-117.785298,,Orange,37135
ELEC,Heritage Plaza,14370 Culver Dr,Irvine,CA,92604,E,Public,6am-12pm daily,,2,,33.705103,-117.785298,,Orange,36071
ELEC,Heritage Plaza,14370 Culver Dr,Irvine,CA,92604,E,Public,6am-12pm daily,,2,,33.705103,-117.785298,,Orange,18117
ELEC,Heritage Plaza,14370 Culver Dr,Irvine,CA,92604,E,Public,6am-12pm daily,,2,,33.705103,-117.785298,,Orange,12095
ELEC,Heritage Plaza,14370 Culver Dr,Irvine,CA,92604,E,Public,6am-12pm daily,,2,,33.705103,-117.785298,,Orange,06059
ELEC,Costa Mesa Courtyards,1835 Newport Blvd,Costa Mesa,CA,92627,E,Public,6am-12pm daily,,1,,33.642712,-117.920623,,Orange,51137
ELEC,Costa Mesa Courtyards,1835 Newport Blvd,Costa Mesa,CA,92627,E,Public,6am-12pm daily,,1,,33.642712,-117.920623,,Orange,50017
ELEC,Costa Mesa Courtyards,1835 Newport Blvd,Costa Mesa,CA,92627,E,Public,6am-12pm daily,,1,,33.642712,-117.920623,,Orange,48361
ELEC,Costa Mesa Courtyards,1835 Newport Blvd,Costa Mesa,CA,92627,E,Public,6am-12pm daily,,1,,33.642712,-117.920623,,Orange,37135
ELEC,Costa Mesa Courtyards,1835 Newport Blvd,Costa Mesa,CA,92627,E,Public,6am-12pm daily,,1,,33.642712,-117.920623,,Orange,36071
ELEC,Costa Mesa Courtyards,1835 Newport Blvd,Costa Mesa,CA,92627,E,Public,6am-12pm daily,,1,,33.642712,-117.920623,,Orange,18117
ELEC,Costa Mesa Courtyards,1835 Newport Blvd,Costa Mesa,CA,92627,E,Public,6am-12pm daily,,1,,33.642712,-117.920623,,Orange,12095
ELEC,Costa Mesa Courtyards,1835 Newport Blvd,Costa Mesa,CA,92627,E,Public,6am-12pm daily,,1,,33.642712,-117.920623,,Orange,06059
ELEC,Newland Center,19640-19950 Beach Blvd,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,4,,33.67584,-117.987487,,Orange,51137
ELEC,Newland Center,19640-19950 Beach Blvd,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,4,,33.67584,-117.987487,,Orange,50017
ELEC,Newland Center,19640-19950 Beach Blvd,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,4,,33.67584,-117.987487,,Orange,48361
ELEC,Newland Center,19640-19950 Beach Blvd,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,4,,33.67584,-117.987487,,Orange,37135
ELEC,Newland Center,19640-19950 Beach Blvd,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,4,,33.67584,-117.987487,,Orange,36071
ELEC,Newland Center,19640-19950 Beach Blvd,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,4,,33.67584,-117.987487,,Orange,18117
ELEC,Newland Center,19640-19950 Beach Blvd,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,4,,33.67584,-117.987487,,Orange,12095
ELEC,Newland Center,19640-19950 Beach Blvd,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,4,,33.67584,-117.987487,,Orange,06059
ELEC,Seacliff Village Shopping Center,7201 Yorktown Ave,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,2,,33.680949,-118.002842,,Orange,51137
ELEC,Seacliff Village Shopping Center,7201 Yorktown Ave,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,2,,33.680949,-118.002842,,Orange,50017
ELEC,Seacliff Village Shopping Center,7201 Yorktown Ave,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,2,,33.680949,-118.002842,,Orange,48361
ELEC,Seacliff Village Shopping Center,7201 Yorktown Ave,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,2,,33.680949,-118.002842,,Orange,37135
ELEC,Seacliff Village Shopping Center,7201 Yorktown Ave,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,2,,33.680949,-118.002842,,Orange,36071
ELEC,Seacliff Village Shopping Center,7201 Yorktown Ave,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,2,,33.680949,-118.002842,,Orange,18117
ELEC,Seacliff Village Shopping Center,7201 Yorktown Ave,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,2,,33.680949,-118.002842,,Orange,12095
ELEC,Seacliff Village Shopping Center,7201 Yorktown Ave,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,2,,33.680949,-118.002842,,Orange,06059
ELEC,Seacliff Village Shopping Center - Handicap Only,7051 W Yorktown Ave,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,1,,33.680195,-118.004622,,Orange,51137
ELEC,Seacliff Village Shopping Center - Handicap Only,7051 W Yorktown Ave,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,1,,33.680195,-118.004622,,Orange,50017
ELEC,Seacliff Village Shopping Center - Handicap Only,7051 W Yorktown Ave,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,1,,33.680195,-118.004622,,Orange,48361
ELEC,Seacliff Village Shopping Center - Handicap Only,7051 W Yorktown Ave,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,1,,33.680195,-118.004622,,Orange,37135
ELEC,Seacliff Village Shopping Center - Handicap Only,7051 W Yorktown Ave,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,1,,33.680195,-118.004622,,Orange,36071
ELEC,Seacliff Village Shopping Center - Handicap Only,7051 W Yorktown Ave,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,1,,33.680195,-118.004622,,Orange,18117
ELEC,Seacliff Village Shopping Center - Handicap Only,7051 W Yorktown Ave,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,1,,33.680195,-118.004622,,Orange,12095
ELEC,Seacliff Village Shopping Center - Handicap Only,7051 W Yorktown Ave,Huntington Beach,CA,92648,E,Public,6am-12pm daily,,1,,33.680195,-118.004622,,Orange,06059
ELEC,Bella Terra,7777 Edinger Ave,Huntington Beach,CA,92647,E,Public,6am-12pm daily,,2,,33.730844,-117.990534,,Orange,51137
ELEC,Bella Terra,7777 Edinger Ave,Huntington Beach,CA,92647,E,Public,6am-12pm daily,,2,,33.730844,-117.990534,,Orange,50017
ELEC,Bella Terra,7777 Edinger Ave,Huntington Beach,CA,92647,E,Public,6am-12pm daily,,2,,33.730844,-117.990534,,Orange,48361
ELEC,Bella Terra,7777 Edinger Ave,Huntington Beach,CA,92647,E,Public,6am-12pm daily,,2,,33.730844,-117.990534,,Orange,37135
ELEC,Bella Terra,7777 Edinger Ave,Huntington Beach,CA,92647,E,Public,6am-12pm daily,,2,,33.730844,-117.990534,,Orange,36071
ELEC,Bella Terra,7777 Edinger Ave,Huntington Beach,CA,92647,E,Public,6am-12pm daily,,2,,33.730844,-117.990534,,Orange,18117
ELEC,Bella Terra,7777 Edinger Ave,Huntington Beach,CA,92647,E,Public,6am-12pm daily,,2,,33.730844,-117.990534,,Orange,12095
ELEC,Bella Terra,7777 Edinger Ave,Huntington Beach,CA,92647,E,Public,6am-12pm daily,,2,,33.730844,-117.990534,,Orange,06059
ELEC,Westminster Mall,1025 Westminster Mall,Westminster,CA,92683,E,Public,6am-12pm daily,,2,,33.747732,-118.011278,,Orange,51137
ELEC,Westminster Mall,1025 Westminster Mall,Westminster,CA,92683,E,Public,6am-12pm daily,,2,,33.747732,-118.011278,,Orange,50017
ELEC,Westminster Mall,1025 Westminster Mall,Westminster,CA,92683,E,Public,6am-12pm daily,,2,,33.747732,-118.011278,,Orange,48361
ELEC,Westminster Mall,1025 Westminster Mall,Westminster,CA,92683,E,Public,6am-12pm daily,,2,,33.747732,-118.011278,,Orange,37135
ELEC,Westminster Mall,1025 Westminster Mall,Westminster,CA,92683,E,Public,6am-12pm daily,,2,,33.747732,-118.011278,,Orange,36071
ELEC,Westminster Mall,1025 Westminster Mall,Westminster,CA,92683,E,Public,6am-12pm daily,,2,,33.747732,-118.011278,,Orange,18117
ELEC,Westminster Mall,1025 Westminster Mall,Westminster,CA,92683,E,Public,6am-12pm daily,,2,,33.747732,-118.011278,,Orange,12095
ELEC,Westminster Mall,1025 Westminster Mall,Westminster,CA,92683,E,Public,6am-12pm daily,,2,,33.747732,-118.011278,,Orange,06059
ELEC,Westminster Mall,1025 Westminster Mall,Westminster,CA,92683,E,Public,6am-12pm daily,,2,,33.746237,-118.013617,,Orange,51137
ELEC,Westminster Mall,1025 Westminster Mall,Westminster,CA,92683,E,Public,6am-12pm daily,,2,,33.746237,-118.013617,,Orange,50017
ELEC,Westminster Mall,1025 Westminster Mall,Westminster,CA,92683,E,Public,6am-12pm daily,,2,,33.746237,-118.013617,,Orange,48361
ELEC,Westminster Mall,1025 Westminster Mall,Westminster,CA,92683,E,Public,6am-12pm daily,,2,,33.746237,-118.013617,,Orange,37135
ELEC,Westminster Mall,1025 Westminster Mall,Westminster,CA,92683,E,Public,6am-12pm daily,,2,,33.746237,-118.013617,,Orange,36071
ELEC,Westminster Mall,1025 Westminster Mall,Westminster,CA,92683,E,Public,6am-12pm daily,,2,,33.746237,-118.013617,,Orange,18117
ELEC,Westminster Mall,1025 Westminster Mall,Westminster,CA,92683,E,Public,6am-12pm daily,,2,,33.746237,-118.013617,,Orange,12095
ELEC,Westminster Mall,1025 Westminster Mall,Westminster,CA,92683,E,Public,6am-12pm daily,,2,,33.746237,-118.013617,,Orange,06059
ELEC,2nd&PCH,6400 E Pacific Coast Hwy,Long Beach,CA,90803,E,Public,6am-12pm daily,,1,,33.7556,-118.1094,,Los Angeles,06037
ELEC,2nd&PCH,6400 E Pacific Coast Hwy,Long Beach,CA,90803,E,Public,6am-12pm daily,,1,,33.7564,-118.1103,,Los Angeles,06037
ELEC,2nd&PCH,6400 E Pacific Coast Hwy,Long Beach,CA,90803,E,Public,6am-12pm daily,,1,,33.757,-118.1114,,Los Angeles,06037
ELEC,2nd&PCH,6400 E Pacific Coast Hwy,Long Beach,CA,90803,E,Public,6am-12pm daily,,2,,33.75745,-118.111653,,Los Angeles,06037
ELEC,Long Beach Towne Center - West,7575 Carson Blvd,Long Beach,CA,90808,E,Public,6am-12pm daily,,2,,33.829292,-118.087186,,Los Angeles,06037
ELEC,Long Beach Towne Center - East,7575 Carson Blvd,Long Beach,CA,90808,E,Public,6am-12pm daily,,2,,33.829376,-118.086316,,Los Angeles,06037
ELEC,Del Amo Fashion Center,3525 W Carson St,Torrance,CA,90503,E,Public,6am-12pm daily,,2,,33.832444,-118.351349,,Los Angeles,06037
ELEC,Del Amo Fashion Center - Handicap Only,3525 W Carson St,Torrance,CA,90503,E,Public,6am-12pm daily,,1,,33.832221,-118.351292,,Los Angeles,06037
ELEC,Plaza Hermosa,703-719 Pier Ave,Hermosa Beach,CA,90254,E,Public,6am-12pm daily,,2,,33.865962,-118.393903,,Los Angeles,06037
ELEC,Gelson’s - Manhattan Beach,707 N Sepulveda Blvd,Manhattan Beach,CA,90266,E,Public,6am-12pm daily,,3,,33.883443,-118.396462,,Los Angeles,06037
ELEC,One Westside,11250 W Olympic Blvd,Los Angeles,CA,90064,E,Public,6am-12pm daily,,4,,34.037458,-118.440474,,Los Angeles,06037
ELEC,Whole Foods Market Westwood,1050 Gayley Ave,Los Angeles,CA,90024,E,Public,6am-12pm daily,,4,,34.061481,-118.447167,,Los Angeles,06037
ELEC,Walgreens #6445,8770 W Pico Blvd,Los Angeles,CA,90035,E,Public,24 hours daily,,2,,34.054167,-118.383455,,Los Angeles,06037
ELEC,La Brea,177 S La Brea Ave,Los Angeles,CA,90036,E,Public,6am-12pm daily,,3,,34.071538,-118.344568,,Los Angeles,06037
ELEC,Whole Foods Market Downtown Los Angeles,788 S Grand Ave,Los Angeles,CA,90017,E,Public,6am-12pm daily,,4,,34.046265,-118.257409,,Los Angeles,06037
ELEC,Montebello Town Center,2000 Montebello Town Center,Montebello,CA,90640,E,Public,6am-12pm daily,,2,,34.035451,-118.081737,,Los Angeles,06037
ELEC,The Shops on Lake Avenue,345 - 455 S Lake Ave,Pasadena,CA,91101,E,Public,6am-12pm daily,,2,,34.139945,-118.133061,,Los Angeles,06037
ELEC,Whole Foods Market Arroyo,465 S Arroyo Pkwy,Pasadena,CA,91105,E,Public,6am-12pm daily,,4,,34.138258,-118.147991,,Los Angeles,06037
ELEC,Whole Foods Market Glendale,331 N Glendale Ave,Glendale,CA,91206,E,Public,6am-12pm daily,,2,,34.15127,-118.245548,,Los Angeles,06037
ELEC,Whole Foods Market Glendale - Handicap Only,331 N Glendale Ave,Glendale,CA,91206,E,Public,6am-12pm daily,,1,,34.151289,-118.246103,,Los Angeles,06037
ELEC,Glendale Galleria,100 W Broadway,Glendale,CA,91210,E,Public,6am-12pm daily,,4,,34.146277,-118.256404,,Los Angeles,06037
ELEC,Glendale Galleria Garage A - Second Level,153 S Columbus Ave,Glendale,CA,91204,E,Public,6am-12pm daily,,1,,34.14505,-118.260883,,Los Angeles,06037
ELEC,Glendale Galleria,100 W Broadway,Glendale,CA,91204,E,Public,6am-12pm daily,,28,,34.145608,-118.259812,,Los Angeles,06037
ELEC,Walgreens #9491,10955 W Magnolia Blvd,North Hollywood,CA,91601,E,Public,6am-12pm daily,,1,,34.165298,-118.369778,,Los Angeles,06037
ELEC,Northride Fashion Center,9301 Tampa Ave,Northridge,CA,91324,E,Public,6am-12pm daily,,2,,34.240633,-118.555202,,Los Angeles,06037
ELEC,Northride Fashion Center,9301 Tampa Ave,Northridge,CA,91324,E,Public,6am-12pm daily,,8,,34.238799,-118.554995,,Los Angeles,06037
ELEC,Parkway Nuevo,651 Paseo Nuevo,Santa Barbara,CA,93101,E,Public,6am-12pm daily,,2,,34.418966,-119.700929,,Santa Barbara,06083
ELEC,Eastridge Center,2200 Eastridge Loop #2062,San Jose,CA,95122,E,Public,6am-12pm daily,,2,,37.326553,-121.814651,,Santa Clara,06085
ELEC,Eastridge Center,2200 Eastridge Loop #2062,San Jose,CA,95122,E,Public,6am-12pm daily,,2,,37.324076,-121.813523,,Santa Clara,06085
ELEC,West Park Plaza,1303 S Winchester Blvd,San Jose,CA,95128,E,Public,6am-12pm daily,,1,,37.30023,-121.95124,,Santa Clara,06085
ELEC,Pacific Commons Shopping Center - Panera,43317 Christy St,Fremont,CA,94538,E,Public,6am-12pm daily,,2,,37.504638,-121.971998,,Alameda,06001
ELEC,New Park Mall,2086 Newpark Mall,Newark,CA,94560,E,Public,6am-12pm daily,,2,,37.52671,-122.000206,,Alameda,06001
ELEC,Safeway El Camino Real Millbrae,525 El Camino Real,Millbrae,CA,94030,E,Public,6am-12pm daily,,2,,37.603713,-122.394626,,San Mateo,06081
ELEC,Serramonte Center,3 Serramonte Center,Daly City,CA,94015,E,Public,6am-12pm daily,,4,,37.673325,-122.471627,,San Mateo,06081
ELEC,Serramonte Center,3 Serramonte Center,Daly City,CA,94015,E,Public,6am-12pm daily,,4,,37.670643,-122.472231,,San Mateo,06081
ELEC,Stonestown Galleria,3251 20th Ave,San Francisco,CA,94132,E,Public,6am-12pm daily,,2,,37.728242,-122.475718,,San Mateo,06081
ELEC,Stonestown Galleria,3251 20th Ave,San Francisco,CA,94132,E,Public,6am-12pm daily,,2,,37.728242,-122.475718,,San Francisco,06075
ELEC,Bay Street,5616 Bay St,Emeryville,CA,94606,E,Public,6am-12pm daily,,2,,37.832682,-122.292923,,Alameda,06001
ELEC,O.co Coliseum & Oracle Arena,7000 Coliseum Way,Oakland,CA,94621,E,Public,6am-12pm daily,,2,,37.752072,-122.203205,,Alameda,06001
ELEC,Bayfair Center,15555 E 14th St,San Leandro,CA,94578,E,Public,6am-12pm daily,,2,,37.702127,-122.125714,,Alameda,06001
ELEC,Soundland Mall,1 Southland Mall,Hayward,CA,94545,E,Public,6am-12pm daily,,2,,37.650868,-122.104772,,Alameda,06001
ELEC,Soundland Mall,1 Southland Mall,Hayward,CA,94545,E,Public,6am-12pm daily,,2,,37.651794,-122.102023,,Alameda,06001
ELEC,Stoneridge Shopping Center - Macy’s,1300 Stoneridge Mall Rd,Pleasanton,CA,94588,E,Public,6am-12pm daily,,2,,37.693257,-121.928054,,Alameda,06001
ELEC,Stoneridge Shopping Center - PF Chang’s,1 Stoneridge Mall,Pleasanton,CA,94588,E,Public,6am-12pm daily,,2,,37.693349,-121.929164,,Alameda,06001
ELEC,The Streets of Brentwood - Sprouts Farmers Market,2325 Sand Creek Rd,Brentwood,CA,94513,E,Public,6am-12pm daily,,2,,37.944033,-121.735298,,Contra Costa,06013
ELEC,The Veranda - TJ Maxx,2075 Diamond Blvd,Concord,CA,94520,E,Public,6am-12pm daily,,2,,37.972626,-122.059494,,Contra Costa,06013
ELEC,The Veranda - Banana Republic,2025 Diamond Blvd,Concord,CA,94520,E,Public,6am-12pm daily,,2,,37.971509,-122.057634,,Contra Costa,06013
ELEC,The Veranda - MOD Pizza,2015 Diamond Blvd,Concord,CA,94520,E,Public,6am-12pm daily,,2,,37.971498,-122.05684,,Contra Costa,06013
ELEC,Hamilton Marketplace,5800 Nave Ct,Novato,CA,94947,E,Public,6am-12pm daily,,2,,38.063395,-122.533758,,Marin,06041
ELEC,Vintage Oaks at Novato,212 Vintage Way,Novato,CA,94945,E,Public,6am-12pm daily,,2,,38.088193,-122.551877,,Marin,06041
ELEC,Century Rowland Plaza,44 Rowland Way,Novato,CA,94945,E,Public,6am-12pm daily,,2,,38.09467,-122.556695,,Marin,06041
ELEC,San Marin Plaza,199 San Marin Dr,Novato,CA,94945,E,Public,6am-12pm daily,,2,,38.122402,-122.603456,Free,Marin,06041
ELEC,The Culinary Institute of America at Copia,500 1st St,Napa,CA,94559,E,Public,6am-12pm daily,,2,,38.302273,-122.281223,,Napa,06055
ELEC,Solano Town Center,1350 Travis Blvd,Fairfield,CA,94533,E,Public,6am-12pm daily,,2,,38.261021,-122.055143,,Solano,06095
ELEC,"Comfort Inn & Suites - Mojave, CA",1385 CA-58 BUS,Mojave,CA,93501,E,Public,24 hours daily,,,4,35.045355,-118.155994,,Kern,06029
ELEC,7614 N Louise Ave,7614 N Louise Ave,Los Angeles,CA,91406,E,Public,24 hours daily,,1,,34.20884905,-118.5097461,,Los Angeles,06037
ELEC,11730 National Blvd,11730 National Blvd,Los Angeles,CA,90064,E,Public,24 hours daily,,1,,34.0220774,-118.4395624,,Los Angeles,06037
ELEC,10928 W Pico Blvd,10928 W Pico Blvd,Los Angeles,CA,90064,E,Public,24 hours daily,,1,,34.039067,-118.430493,,Los Angeles,06037
ELEC,3840 S Western Ave,3840 S Western Ave,Los Angeles,CA,90062,E,Public,24 hours daily,,1,,34.01612707,-118.3088054,,Los Angeles,06037
ELEC,942 S Crocker St,942 S Crocker St,Los Angeles,CA,90021,E,Public,24 hours daily,,1,,34.03520074,-118.2499733,,Los Angeles,06037
ELEC,9037 Loyola Blvd,9031 S Loyola Blvd,Los Angeles,CA,90045,E,Public,24 hours daily,,1,,33.95746491,-118.4178074,,Los Angeles,06037
ELEC,17729 Chatsworth Ave,17729 Chatsworth Ave,Granada Hills,CA,91344,E,Public,24 hours daily,,1,,34.264939,-118.520876,,Los Angeles,06037
ELEC,4121 Valley Blvd,4121 Valley Blvd,Los Angeles,CA,90032,E,Public,24 hours daily,,1,,34.064144,-118.194635,,Los Angeles,06037
ELEC,3540 W 3rd St,3540 W 3rd St,Los Angeles,CA,90020,E,Public,24 hours daily,,1,,34.068718,-118.292999,,Los Angeles,06037
ELEC,6013 W Cadillac Ave,6013 W Cadillac Ave,Los Angeles,CA,90034,E,Public,24 hours daily,,1,,34.03767274,-118.3747145,,Los Angeles,06037
ELEC,3022 S Grand Ave,3022 S Grand Ave,Los Angeles,CA,90007,E,Public,24 hours daily,,1,,34.02283288,-118.2746912,,Los Angeles,06037
ELEC,8923 S Western Ave,8923 S Western Ave,Los Angeles,CA,90047,E,Public,24 hours daily,,1,,33.95589011,-118.3091309,,Los Angeles,06037
ELEC,23743 W Roscoe Blvd,23743 W Roscoe Blvd,Los Angeles,CA,91304,E,Public,24 hours daily,,1,,34.21930365,-118.6449986,,Los Angeles,06037
ELEC,12237 W Santa Monica Blvd,12237 W Santa Monica Blvd,Los Angeles,CA,90025,E,Public,24 hours daily,,1,,34.03999453,-118.4648495,,Los Angeles,06037
ELEC,182 S Alameda St,182 S Alameda St,Los Angeles,CA,90012,E,Public,24 hours daily,,1,,34.0474847,-118.237956,,Los Angeles,06037
ELEC,1348 Abbot Kinney Blvd,1348 Abbot Kinney Blvd,Los Angeles,CA,90291,E,Public,24 hours daily,,1,,33.990793,-118.466391,,Los Angeles,06037
ELEC,5764 S Vermont Ave,5764 S Vermont Ave,Los Angeles,CA,90037,E,Public,24 hours daily,,1,,33.98996178,-118.2913572,,Los Angeles,06037
ELEC,15596 W Roxford St,15596 W Roxford St,Los Angeles,CA,91342,E,Public,24 hours daily,,1,,34.31161914,-118.4711377,,Los Angeles,06037
ELEC,7245 Canoga Ave,7245 Canoga Ave,Los Angeles,CA,91303,E,Public,24 hours daily,,1,,34.202333,-118.597861,,Los Angeles,06037
ELEC,13629 W Sherman Way,13561 Sherman Way,Los Angeles,CA,91405,E,Public,24 hours daily,,1,,34.201285,-118.4285007,,Los Angeles,06037
ELEC,9866 N De Soto Ave,9866 N De Soto Ave,Los Angeles,CA,91311,E,Public,24 hours daily,,1,,34.24932708,-118.5884294,,Los Angeles,06037
